"","Well","Well.Name","Well.Type","Replicate","Threshold..dRn.","Ct..dRn.","Quantity..copies.","RSq..dRn.","Slope..dRn.","filename"
"11","D2","04_3E1_3uL_  Qty or ID","Standard",4,0.1427,"35.87","3.00e+001",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"12","D3","04_3E1_3uL_  Qty or ID","Standard",4,0.1427,"35.52","3.00e+001",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"13","E1","05_3E0_3uL_  Qty or ID","Standard",5,0.1427,"37.47","3.00e+000",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"14","E2","05_3E0_3uL_  Qty or ID","Standard",5,0.1427,"39.53","3.00e+000",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"15","E3","05_3E0_3uL_  Qty or ID","Standard",5,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"16","F1","06_3E-1_3uL_  Qty or ID","Standard",6,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"17","F2","06_3E-1_3uL_  Qty or ID","Standard",6,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"18","F3","06_3E-1_3uL_  Qty or ID","Standard",6,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"19","G1","07_3E-2_3uL_  Qty or ID","Standard",7,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"20","G2","07_3E-2_3uL_  Qty or ID","Standard",7,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"21","G3","07_3E-2_3uL_  Qty or ID","Standard",7,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"22","H1","08_NTC_3uL_  Qty or ID","NTC",8,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"23","H2","08_NTC_3uL_  Qty or ID","NTC",8,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"24","H3","08_NTC_3uL_  Qty or ID","NTC",8,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"25","A4","09_FNE001_3uL_  Qty or ID","Unknown",9,0.1427,"31.65","3.778e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"26","A5","09_FNE001_3uL_  Qty or ID","Unknown",9,0.1427,"31.59","3.934e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"27","A6","09_FNE001_3uL_  Qty or ID","Unknown",9,0.1427,"31.50","4.188e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"28","A7","09_FNE001_3uL_  Qty or ID","Unknown",9,0.1427,"31.70","3.656e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"29","A8","09_FNE001_3uL_  Qty or ID","Unknown",9,0.1427,"31.87","3.269e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"30","A9","09_FNE001_3uL_  Qty or ID","Unknown",9,0.1427,"31.76","3.511e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"31","B4","10_FNE002_3uL_  Qty or ID","Unknown",10,0.1427,"31.98","3.024e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"32","B5","10_FNE002_3uL_  Qty or ID","Unknown",10,0.1427,"32.07","2.861e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"33","B6","10_FNE002_3uL_  Qty or ID","Unknown",10,0.1427,"32.40","2.296e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"34","B7","10_FNE002_3uL_  Qty or ID","Unknown",10,0.1427,"32.26","2.513e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"35","B8","10_FNE002_3uL_  Qty or ID","Unknown",10,0.1427,"32.12","2.756e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"36","B9","10_FNE002_3uL_  Qty or ID","Unknown",10,0.1427,"32.07","2.861e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"37","C4","11_FNE003_3uL_  Qty or ID","Unknown",11,0.1427,"32.05","2.899e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"38","C5","11_FNE003_3uL_  Qty or ID","Unknown",11,0.1427,"32.19","2.644e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"39","C6","11_FNE003_3uL_  Qty or ID","Unknown",11,0.1427,"32.09","2.826e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"40","C7","11_FNE003_3uL_  Qty or ID","Unknown",11,0.1427,"31.86","3.288e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"41","C8","11_FNE003_3uL_  Qty or ID","Unknown",11,0.1427,"32.07","2.847e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"42","C9","11_FNE003_3uL_  Qty or ID","Unknown",11,0.1427,"32.21","2.596e+002",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"43","D4","12_FNE004_3uL_  Qty or ID","Unknown",12,0.1427,"19.85","1.040e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"44","D5","12_FNE004_3uL_  Qty or ID","Unknown",12,0.1427,"19.84","1.048e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"45","D6","12_FNE004_3uL_  Qty or ID","Unknown",12,0.1427,"19.99","9.453e+005",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"46","D7","12_FNE004_3uL_  Qty or ID","Unknown",12,0.1427,"19.99","9.451e+005",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"47","D8","12_FNE004_3uL_  Qty or ID","Unknown",12,0.1427,"19.83","1.051e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"48","D9","12_FNE004_3uL_  Qty or ID","Unknown",12,0.1427,"19.70","1.152e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"49","E4","13_FNE005_3uL_  Qty or ID","Unknown",13,0.1427,"19.52","1.296e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"50","E5","13_FNE005_3uL_  Qty or ID","Unknown",13,0.1427,"19.57","1.253e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"51","E6","13_FNE005_3uL_  Qty or ID","Unknown",13,0.1427,"19.67","1.174e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"52","E7","13_FNE005_3uL_  Qty or ID","Unknown",13,0.1427,"19.54","1.276e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"53","E8","13_FNE005_3uL_  Qty or ID","Unknown",13,0.1427,"19.57","1.251e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"54","E9","13_FNE005_3uL_  Qty or ID","Unknown",13,0.1427,"19.52","1.297e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"55","F4","14_FNE006_3uL_  Qty or ID","Unknown",14,0.1427,"19.77","1.100e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"56","F5","14_FNE006_3uL_  Qty or ID","Unknown",14,0.1427,"19.76","1.100e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"57","F6","14_FNE006_3uL_  Qty or ID","Unknown",14,0.1427,"19.87","1.029e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"58","F7","14_FNE006_3uL_  Qty or ID","Unknown",14,0.1427,"19.88","1.020e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"59","F8","14_FNE006_3uL_  Qty or ID","Unknown",14,0.1427,"19.83","1.050e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"60","F9","14_FNE006_3uL_  Qty or ID","Unknown",14,0.1427,"19.73","1.123e+006",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"61","G4","15_FNE007_3uL_  Qty or ID","Unknown",15,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"62","G5","15_FNE007_3uL_  Qty or ID","Unknown",15,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"63","G6","15_FNE007_3uL_  Qty or ID","Unknown",15,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"64","G7","15_FNE007_3uL_  Qty or ID","Unknown",15,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"65","G8","15_FNE007_3uL_  Qty or ID","Unknown",15,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"66","G9","15_FNE007_3uL_  Qty or ID","Unknown",15,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"67","H4","16_FNE008_3uL_  Qty or ID","Unknown",16,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"68","H5","16_FNE008_3uL_  Qty or ID","Unknown",16,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"69","H6","16_FNE008_3uL_  Qty or ID","Unknown",16,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"70","H7","16_FNE008_3uL_  Qty or ID","Unknown",16,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"71","H8","16_FNE008_3uL_  Qty or ID","Unknown",16,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"72","H9","16_FNE008_3uL_  Qty or ID","Unknown",16,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"73","A10","17_FNE009_3uL_  Qty or ID","Unknown",17,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"74","A11","17_FNE009_3uL_  Qty or ID","Unknown",17,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"75","A12","17_FNE009_3uL_  Qty or ID","Unknown",17,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"76","B10","18_FNE010_3uL_  Qty or ID","Unknown",18,0.1427,"40.67","8.923e-001",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"77","B11","18_FNE010_3uL_  Qty or ID","Unknown",18,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"78","B12","18_FNE010_3uL_  Qty or ID","Unknown",18,0.1427,"39.47","1.99",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"79","C10","19_FNE011_3uL_  Qty or ID","Unknown",19,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"80","C11","19_FNE011_3uL_  Qty or ID","Unknown",19,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"81","C12","19_FNE011_3uL_  Qty or ID","Unknown",19,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"82","D10","20_FNE012_3uL_  Qty or ID","Unknown",20,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"83","D11","20_FNE012_3uL_  Qty or ID","Unknown",20,0.1427,"39.34","2.18",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"84","D12","20_FNE012_3uL_  Qty or ID","Unknown",20,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"85","E10","21_FNE013_3uL_  Qty or ID","Unknown",21,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"86","E11","21_FNE013_3uL_  Qty or ID","Unknown",21,0.1427,"40.13","1.28",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"87","E12","21_FNE013_3uL_  Qty or ID","Unknown",21,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"88","F10","22_FNE014_3uL_  Qty or ID","Unknown",22,0.1427,"40.40","1.07",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"89","F11","22_FNE014_3uL_  Qty or ID","Unknown",22,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"90","F12","22_FNE014_3uL_  Qty or ID","Unknown",22,0.1427,"No Ct","No Ct",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"91","G10","23_FNE015_3uL_  Qty or ID","Unknown",23,0.1427,"39.17","2.43",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"92","G11","23_FNE015_3uL_  Qty or ID","Unknown",23,0.1427,"38.30","4.36",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"93","G12","23_FNE015_3uL_  Qty or ID","Unknown",23,0.1427,"38.65","3.46",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"94","H10","24_FNE016_3uL_  Qty or ID","Unknown",24,0.1427,"23.47","9.152e+004",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"95","H11","24_FNE016_3uL_  Qty or ID","Unknown",24,0.1427,"23.67","8.002e+004",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
"96","H12","24_FNE016_3uL_  Qty or ID","Unknown",24,0.1427,"23.75","7.613e+004",0.99,-3.432,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920 - Text Report Data"
