"","Well","Well.Name","Well.Type","Replicate","Threshold..dRn.","Ct..dRn.","Quantity..copies.","RSq..dRn.","Slope..dRn.","filename"
"12","D3","04_3E1_3uL_  Qty or ID","Standard",4,0.1317,"35.27","3.00e+001",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"13","E1","05_3E0_3uL_  Qty or ID","Standard",5,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"14","E2","05_3E0_3uL_  Qty or ID","Standard",5,0.1317,"38.60","3.00e+000",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"15","E3","05_3E0_3uL_  Qty or ID","Standard",5,0.1317,"39.35","3.00e+000",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"16","F1","06_3E-1_3uL_  Qty or ID","Standard",6,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"17","F2","06_3E-1_3uL_  Qty or ID","Standard",6,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"18","F3","06_3E-1_3uL_  Qty or ID","Standard",6,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"19","G1","07_3E-2_3uL_  Qty or ID","Standard",7,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"20","G2","07_3E-2_3uL_  Qty or ID","Standard",7,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"21","G3","07_3E-2_3uL_  Qty or ID","Standard",7,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"22","H1","08_NTC_3uL_  Qty or ID","NTC",8,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"23","H2","08_NTC_3uL_  Qty or ID","NTC",8,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"24","H3","08_NTC_3uL_  Qty or ID","NTC",8,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"25","A4","09_FNE025_3uL_  Qty or ID","Unknown",9,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"26","A5","09_FNE025_3uL_  Qty or ID","Unknown",9,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"27","A6","09_FNE025_3uL_  Qty or ID","Unknown",9,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"28","A7","17_FNE025_3uL_  Qty or ID","Unknown",9,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"29","A8","17_FNE025_3uL_  Qty or ID","Unknown",9,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"30","A9","17_FNE025_3uL_  Qty or ID","Unknown",9,0.1317,"39.19","2.80",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"31","B4","10_FNE026_3uL_  Qty or ID","Unknown",10,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"32","B5","10_FNE026_3uL_  Qty or ID","Unknown",10,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"33","B6","10_FNE026_3uL_  Qty or ID","Unknown",10,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"34","B7","18_FNE026_3uL_  Qty or ID","Unknown",10,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"35","B8","18_FNE026_3uL_  Qty or ID","Unknown",10,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"36","B9","18_FNE026_3uL_  Qty or ID","Unknown",10,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"37","C4","11_FNE027_3uL_  Qty or ID","Unknown",11,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"38","C5","11_FNE027_3uL_  Qty or ID","Unknown",11,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"39","C6","11_FNE027_3uL_  Qty or ID","Unknown",11,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"40","C7","19_FNE027_3uL_  Qty or ID","Unknown",11,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"41","C8","19_FNE027_3uL_  Qty or ID","Unknown",11,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"42","C9","19_FNE027_3uL_  Qty or ID","Unknown",11,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"43","D4","12_FNE030_3uL_  Qty or ID","Unknown",12,0.1317,"27.00","6.771e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"44","D5","12_FNE030_3uL_  Qty or ID","Unknown",12,0.1317,"27.61","4.577e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"45","D6","12_FNE030_3uL_  Qty or ID","Unknown",12,0.1317,"27.45","5.058e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"46","D7","20_FNE030_3uL_  Qty or ID","Unknown",12,0.1317,"27.40","5.221e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"47","D8","20_FNE030_3uL_  Qty or ID","Unknown",12,0.1317,"27.43","5.125e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"48","D9","20_FNE030_3uL_  Qty or ID","Unknown",12,0.1317,"27.33","5.472e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"49","E4","13_FNE031_3uL_  Qty or ID","Unknown",13,0.1317,"27.06","6.511e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"50","E5","13_FNE031_3uL_  Qty or ID","Unknown",13,0.1317,"27.28","5.649e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"51","E6","13_FNE031_3uL_  Qty or ID","Unknown",13,0.1317,"27.20","5.953e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"52","E7","21_FNE031_3uL_  Qty or ID","Unknown",13,0.1317,"27.39","5.276e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"53","E8","21_FNE031_3uL_  Qty or ID","Unknown",13,0.1317,"27.27","5.687e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"54","E9","21_FNE031_3uL_  Qty or ID","Unknown",13,0.1317,"27.26","5.715e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"55","F4","14_FNE032_3uL_  Qty or ID","Unknown",14,0.1317,"26.43","9.722e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"56","F5","14_FNE032_3uL_  Qty or ID","Unknown",14,0.1317,"26.64","8.531e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"57","F6","14_FNE032_3uL_  Qty or ID","Unknown",14,0.1317,"26.82","7.578e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"58","F7","22_FNE032_3uL_  Qty or ID","Unknown",14,0.1317,"26.73","8.015e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"59","F8","22_FNE032_3uL_  Qty or ID","Unknown",14,0.1317,"26.65","8.458e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"60","F9","22_FNE032_3uL_  Qty or ID","Unknown",14,0.1317,"26.58","8.862e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"61","G4","15_FNE033_3uL_  Qty or ID","Unknown",15,0.1317,"26.76","7.882e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"62","G5","15_FNE033_3uL_  Qty or ID","Unknown",15,0.1317,"26.76","7.885e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"63","G6","15_FNE033_3uL_  Qty or ID","Unknown",15,0.1317,"26.98","6.850e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"64","G7","23_FNE033_3uL_  Qty or ID","Unknown",15,0.1317,"26.93","7.078e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"65","G8","23_FNE033_3uL_  Qty or ID","Unknown",15,0.1317,"26.99","6.784e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"66","G9","23_FNE033_3uL_  Qty or ID","Unknown",15,0.1317,"26.99","6.787e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"67","H4","16_FNE034_3uL_  Qty or ID","Unknown",16,0.1317,"26.62","8.608e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"68","H5","16_FNE034_3uL_  Qty or ID","Unknown",16,0.1317,"26.61","8.675e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"69","H6","16_FNE034_3uL_  Qty or ID","Unknown",16,0.1317,"26.64","8.523e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"70","H7","24_FNE034_3uL_  Qty or ID","Unknown",16,0.1317,"26.59","8.788e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"71","H8","24_FNE034_3uL_  Qty or ID","Unknown",16,0.1317,"26.63","8.576e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"72","H9","24_FNE034_3uL_  Qty or ID","Unknown",16,0.1317,"26.73","8.019e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"73","A10","17_FNE035_3uL_  Qty or ID","Unknown",17,0.1317,"26.11","1.195e+004",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"74","A11","17_FNE035_3uL_  Qty or ID","Unknown",17,0.1317,"25.90","1.362e+004",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"75","A12","17_FNE035_3uL_  Qty or ID","Unknown",17,0.1317,"26.57","8.906e+003",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"76","B10","18_FNE036_3uL_  Qty or ID","Unknown",18,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"77","B11","18_FNE036_3uL_  Qty or ID","Unknown",18,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"78","B12","18_FNE036_3uL_  Qty or ID","Unknown",18,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"79","C10","19_FNE037_3uL_  Qty or ID","Unknown",19,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"80","C11","19_FNE037_3uL_  Qty or ID","Unknown",19,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"81","C12","19_FNE037_3uL_  Qty or ID","Unknown",19,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"82","D10","20_FNE038_3uL_  Qty or ID","Unknown",20,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"83","D11","20_FNE038_3uL_  Qty or ID","Unknown",20,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"84","D12","20_FNE038_3uL_  Qty or ID","Unknown",20,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"85","E10","21_FNE039_3uL_  Qty or ID","Unknown",21,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"86","E11","21_FNE039_3uL_  Qty or ID","Unknown",21,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"87","E12","21_FNE039_3uL_  Qty or ID","Unknown",21,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"88","F10","22_FNE040_3uL_  Qty or ID","Unknown",22,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"89","F11","22_FNE040_3uL_  Qty or ID","Unknown",22,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"90","F12","22_FNE040_3uL_  Qty or ID","Unknown",22,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"91","G10","23_FNE041_3uL_  Qty or ID","Unknown",23,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"92","G11","23_FNE041_3uL_  Qty or ID","Unknown",23,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"93","G12","23_FNE041_3uL_  Qty or ID","Unknown",23,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"94","H10","24_NEK_3uL_  Qty or ID","Unknown",24,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"95","H11","24_NEK_3uL_  Qty or ID","Unknown",24,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
"96","H12","24_NEK_3uL_  Qty or ID","Unknown",24,0.1317,"No Ct","No Ct",0.997,-3.604,"qPCR0898_NorskFiskeeDNA_AssID00_Esoluc_plate03_mxpro_qpcrrundate20210927_TextReportData"
