"","Well","Well.Name","Well.Type","Replicate","Threshold..dRn.","Ct..dRn.","Quantity..copies.","RSq..dRn.","Slope..dRn.","filename"
"12","D3","04_3E1_3uL_  Qty or ID","Standard",4,427.562,"33.45","3.00e+001",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"13","E1","05_3E0_3uL_  Qty or ID","Standard",5,427.562,"34.49","3.00e+000",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"14","E2","05_3E0_3uL_  Qty or ID","Standard",5,427.562,"36.38","3.00e+000",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"15","E3","05_3E0_3uL_  Qty or ID","Standard",5,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"16","F1","06_3E-1_3uL_  Qty or ID","Standard",6,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"17","F2","06_3E-1_3uL_  Qty or ID","Standard",6,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"18","F3","06_3E-1_3uL_  Qty or ID","Standard",6,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"19","G1","07_3E-2_3uL_  Qty or ID","Standard",7,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"20","G2","07_3E-2_3uL_  Qty or ID","Standard",7,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"21","G3","07_3E-2_3uL_  Qty or ID","Standard",7,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"22","H1","08_NTC_3uL_  Qty or ID","NTC",8,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"23","H2","08_NTC_3uL_  Qty or ID","NTC",8,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"24","H3","08_NTC_3uL_  Qty or ID","NTC",8,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"25","A4","09_FNE001_3uL_  Qty or ID","Unknown",9,427.562,"29.45","2.734e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"26","A5","09_FNE001_3uL_  Qty or ID","Unknown",9,427.562,"29.23","3.191e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"27","A6","09_FNE001_3uL_  Qty or ID","Unknown",9,427.562,"29.21","3.233e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"28","A7","09_FNE001_3uL_  Qty or ID","Unknown",9,427.562,"29.54","2.560e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"29","A8","09_FNE001_3uL_  Qty or ID","Unknown",9,427.562,"29.77","2.171e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"30","A9","09_FNE001_3uL_  Qty or ID","Unknown",9,427.562,"29.57","2.514e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"31","B4","10_FNE002_3uL_  Qty or ID","Unknown",10,427.562,"29.17","3.318e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"32","B5","10_FNE002_3uL_  Qty or ID","Unknown",10,427.562,"28.97","3.826e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"33","B6","10_FNE002_3uL_  Qty or ID","Unknown",10,427.562,"29.88","2.014e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"34","B7","10_FNE002_3uL_  Qty or ID","Unknown",10,427.562,"29.92","1.955e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"35","B8","10_FNE002_3uL_  Qty or ID","Unknown",10,427.562,"29.88","2.019e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"36","B9","10_FNE002_3uL_  Qty or ID","Unknown",10,427.562,"29.01","3.710e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"37","C4","11_FNE003_3uL_  Qty or ID","Unknown",11,427.562,"29.47","2.699e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"38","C5","11_FNE003_3uL_  Qty or ID","Unknown",11,427.562,"29.14","3.388e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"39","C6","11_FNE003_3uL_  Qty or ID","Unknown",11,427.562,"29.13","3.408e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"40","C7","11_FNE003_3uL_  Qty or ID","Unknown",11,427.562,"28.99","3.785e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"41","C8","11_FNE003_3uL_  Qty or ID","Unknown",11,427.562,"29.80","2.131e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"42","C9","11_FNE003_3uL_  Qty or ID","Unknown",11,427.562,"29.21","3.236e+002",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"43","D4","12_FNE004_3uL_  Qty or ID","Unknown",12,427.562,"16.21","3.112e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"44","D5","12_FNE004_3uL_  Qty or ID","Unknown",12,427.562,"16.29","2.934e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"45","D6","12_FNE004_3uL_  Qty or ID","Unknown",12,427.562,"17.77","1.036e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"46","D7","12_FNE004_3uL_  Qty or ID","Unknown",12,427.562,"16.10","3.362e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"47","D8","12_FNE004_3uL_  Qty or ID","Unknown",12,427.562,"17.79","1.020e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"48","D9","12_FNE004_3uL_  Qty or ID","Unknown",12,427.562,"16.40","2.710e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"49","E4","13_FNE005_3uL_  Qty or ID","Unknown",13,427.562,"15.91","3.840e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"50","E5","13_FNE005_3uL_  Qty or ID","Unknown",13,427.562,"16.73","2.155e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"51","E6","13_FNE005_3uL_  Qty or ID","Unknown",13,427.562,"16.42","2.676e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"52","E7","13_FNE005_3uL_  Qty or ID","Unknown",13,427.562,"15.47","5.239e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"53","E8","13_FNE005_3uL_  Qty or ID","Unknown",13,427.562,"17.24","1.499e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"54","E9","13_FNE005_3uL_  Qty or ID","Unknown",13,427.562,"16.72","2.166e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"55","F4","14_FNE006_3uL_  Qty or ID","Unknown",14,427.562,"17.11","1.647e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"56","F5","14_FNE006_3uL_  Qty or ID","Unknown",14,427.562,"17.43","1.308e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"57","F6","14_FNE006_3uL_  Qty or ID","Unknown",14,427.562,"17.15","1.595e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"58","F7","14_FNE006_3uL_  Qty or ID","Unknown",14,427.562,"16.09","3.384e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"59","F8","14_FNE006_3uL_  Qty or ID","Unknown",14,427.562,"16.58","2.396e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"60","F9","14_FNE006_3uL_  Qty or ID","Unknown",14,427.562,"17.57","1.186e+006",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"61","G4","15_FNE007_3uL_  Qty or ID","Unknown",15,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"62","G5","15_FNE007_3uL_  Qty or ID","Unknown",15,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"63","G6","15_FNE007_3uL_  Qty or ID","Unknown",15,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"64","G7","15_FNE007_3uL_  Qty or ID","Unknown",15,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"65","G8","15_FNE007_3uL_  Qty or ID","Unknown",15,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"66","G9","15_FNE007_3uL_  Qty or ID","Unknown",15,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"67","H4","16_FNE008_3uL_  Qty or ID","Unknown",16,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"68","H5","16_FNE008_3uL_  Qty or ID","Unknown",16,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"69","H6","16_FNE008_3uL_  Qty or ID","Unknown",16,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"70","H7","16_FNE008_3uL_  Qty or ID","Unknown",16,427.562,"49.87","1.520e-004",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"71","H8","16_FNE008_3uL_  Qty or ID","Unknown",16,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"72","H9","16_FNE008_3uL_  Qty or ID","Unknown",16,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"73","A10","17_FNE009_3uL_  Qty or ID","Unknown",17,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"74","A11","17_FNE009_3uL_  Qty or ID","Unknown",17,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"75","A12","17_FNE009_3uL_  Qty or ID","Unknown",17,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"76","B10","18_FNE010_3uL_  Qty or ID","Unknown",18,427.562,"38.67","4.086e-001",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"77","B11","18_FNE010_3uL_  Qty or ID","Unknown",18,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"78","B12","18_FNE010_3uL_  Qty or ID","Unknown",18,427.562,"37.20","1.15",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"79","C10","19_FNE011_3uL_  Qty or ID","Unknown",19,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"80","C11","19_FNE011_3uL_  Qty or ID","Unknown",19,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"81","C12","19_FNE011_3uL_  Qty or ID","Unknown",19,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"82","D10","20_FNE012_3uL_  Qty or ID","Unknown",20,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"83","D11","20_FNE012_3uL_  Qty or ID","Unknown",20,427.562,"36.35","2.10",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"84","D12","20_FNE012_3uL_  Qty or ID","Unknown",20,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"85","E10","21_FNE013_3uL_  Qty or ID","Unknown",21,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"86","E11","21_FNE013_3uL_  Qty or ID","Unknown",21,427.562,"37.79","7.626e-001",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"87","E12","21_FNE013_3uL_  Qty or ID","Unknown",21,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"88","F10","22_FNE014_3uL_  Qty or ID","Unknown",22,427.562,"38.14","5.952e-001",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"89","F11","22_FNE014_3uL_  Qty or ID","Unknown",22,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"90","F12","22_FNE014_3uL_  Qty or ID","Unknown",22,427.562,"No Ct","No Ct",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"91","G10","23_FNE015_3uL_  Qty or ID","Unknown",23,427.562,"36.58","1.78",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"92","G11","23_FNE015_3uL_  Qty or ID","Unknown",23,427.562,"35.83","3.04",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"93","G12","23_FNE015_3uL_  Qty or ID","Unknown",23,427.562,"36.15","2.42",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"94","H10","24_FNE016_3uL_  Qty or ID","Unknown",24,427.562,"20.78","1.233e+005",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"95","H11","24_FNE016_3uL_  Qty or ID","Unknown",24,427.562,"20.85","1.174e+005",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
"96","H12","24_FNE016_3uL_  Qty or ID","Unknown",24,427.562,"20.70","1.309e+005",0.983,-3.264,"qPCR0896_NorskFiskeeDNA_AssID00_Esoluc_plate01_mxpro_qpcrrundate20210920_TextReportData"
