"","Well","Well.Name","Well.Type","Replicate","Threshold..dRn.","Ct..dRn.","Quantity..copies.","RSq..dRn.","Slope..dRn.","filename"
"58","B10","18_FNE018_3uL_  Qty or ID","Unknown",18,0.2167,"25.45","3.958e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"59","B11","18_FNE018_3uL_  Qty or ID","Unknown",18,0.2167,"25.82","3.115e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"60","B12","18_FNE018_3uL_  Qty or ID","Unknown",18,0.2167,"25.51","3.812e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"61","C7","19_FNE019_3uL_  Qty or ID","Unknown",19,0.2167,"25.13","4.859e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"62","C8","19_FNE019_3uL_  Qty or ID","Unknown",19,0.2167,"25.03","5.165e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"63","C9","19_FNE019_3uL_  Qty or ID","Unknown",19,0.2167,"24.98","5.326e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"64","C10","19_FNE019_3uL_  Qty or ID","Unknown",19,0.2167,"25.03","5.175e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"65","C11","19_FNE019_3uL_  Qty or ID","Unknown",19,0.2167,"25.15","4.782e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"66","C12","19_FNE019_3uL_  Qty or ID","Unknown",19,0.2167,"25.10","4.949e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"67","D7","20_FNE020_3uL_  Qty or ID","Unknown",20,0.2167,"24.68","6.474e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"68","D8","20_FNE020_3uL_  Qty or ID","Unknown",20,0.2167,"24.98","5.338e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"69","D9","20_FNE020_3uL_  Qty or ID","Unknown",20,0.2167,"24.95","5.459e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"70","D10","20_FNE020_3uL_  Qty or ID","Unknown",20,0.2167,"25.12","4.876e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"71","D11","20_FNE020_3uL_  Qty or ID","Unknown",20,0.2167,"25.01","5.231e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"72","D12","20_FNE020_3uL_  Qty or ID","Unknown",20,0.2167,"24.93","5.503e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"73","E7","21_FNE021_3uL_  Qty or ID","Unknown",21,0.2167,"24.90","5.618e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"74","E8","21_FNE021_3uL_  Qty or ID","Unknown",21,0.2167,"24.85","5.801e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"75","E9","21_FNE021_3uL_  Qty or ID","Unknown",21,0.2167,"25.00","5.275e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"76","E10","21_FNE021_3uL_  Qty or ID","Unknown",21,0.2167,"24.97","5.370e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"77","E11","21_FNE021_3uL_  Qty or ID","Unknown",21,0.2167,"24.87","5.728e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"78","E12","21_FNE021_3uL_  Qty or ID","Unknown",21,0.2167,"24.73","6.274e+004",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"79","F7","22_FNE022_3uL_  Qty or ID","Unknown",22,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"80","F8","22_FNE022_3uL_  Qty or ID","Unknown",22,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"81","F9","22_FNE022_3uL_  Qty or ID","Unknown",22,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"82","F10","22_FNE022_3uL_  Qty or ID","Unknown",22,0.2167,"42.30","7.904e-001",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"83","F11","22_FNE022_3uL_  Qty or ID","Unknown",22,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"84","F12","22_FNE022_3uL_  Qty or ID","Unknown",22,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"85","G7","23_FNE023_3uL_  Qty or ID","Unknown",23,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"86","G8","23_FNE023_3uL_  Qty or ID","Unknown",23,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"87","G9","23_FNE023_3uL_  Qty or ID","Unknown",23,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"88","G10","23_FNE023_3uL_  Qty or ID","Unknown",23,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"89","G11","23_FNE023_3uL_  Qty or ID","Unknown",23,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"90","G12","23_FNE023_3uL_  Qty or ID","Unknown",23,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"91","H7","24_FNE024_3uL_  Qty or ID","Unknown",24,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"92","H8","24_FNE024_3uL_  Qty or ID","Unknown",24,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"93","H9","24_FNE024_3uL_  Qty or ID","Unknown",24,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"94","H10","24_FNE024_3uL_  Qty or ID","Unknown",24,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"95","H11","24_FNE024_3uL_  Qty or ID","Unknown",24,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
"96","H12","24_FNE024_3uL_  Qty or ID","Unknown",24,0.2167,"No Ct","No Ct",0.996,-3.585,"qPCR0897_NorskFiskeeDNA_AssID00_Esoluc_plate02_mxpro_qpcrrundate20210920 - Text Report Data"
